Category	Term	Count	Percent	Fold	P-value	Bonferroni	FDR	miRNA
Disease	Carcinoma, Ovarian	42	0.21649485	1.77286332	5.63e-5	0.0431	1.89e-3	hsa-mir-186,hsa-mir-24-1,hsa-mir-203a,hsa-mir-9-1,hsa-mir-224,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-129-1,hsa-mir-146b,hsa-mir-130a,hsa-mir-196b,hsa-mir-137,hsa-mir-9-2,hsa-mir-210,hsa-mir-138-1,hsa-mir-517a,hsa-mir-155,hsa-mir-19b-1,hsa-mir-873,hsa-mir-135b,hsa-mir-551a,hsa-mir-129-2,hsa-mir-335,hsa-mir-378a,hsa-mir-92a-2,hsa-mir-150,hsa-mir-106b,hsa-mir-509-2,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-138-2,hsa-mir-93,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-130b,hsa-mir-509-1,hsa-mir-31,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-197,hsa-mir-378c
Disease	Carcinoma, Renal Cell	24	0.20168067	1.65155094	6.98e-3	1	0.0766	hsa-mir-203a,hsa-mir-362,hsa-mir-224,hsa-mir-210,hsa-mir-138-1,hsa-mir-452,hsa-mir-155,hsa-mir-129-2,hsa-mir-222,hsa-mir-378a,hsa-mir-221,hsa-mir-106b,hsa-mir-509-2,hsa-mir-146a,hsa-mir-138-2,hsa-mir-502,hsa-mir-93,hsa-mir-590,hsa-mir-106a,hsa-mir-17,hsa-mir-509-1,hsa-mir-142,hsa-mir-19a,hsa-mir-378c
Disease	Carcinoma, Thyroid, Follicular	3	0.33333333	2.7296467	0.0864	1	0.4514	hsa-mir-17,hsa-mir-146b,hsa-mir-221
Disease	Carcinoma, Vulvar	5	0.55555556	4.54941116	2.16e-3	1	0.0318	hsa-mir-223,hsa-mir-19b-1,hsa-mir-17,hsa-mir-19a,hsa-mir-19b-2
Disease	Cardiovascular Diseases [unspecific]	17	0.265625	2.17518721	1.12e-3	0.8543	0.0192	hsa-mir-590,hsa-mir-33a,hsa-mir-221,hsa-mir-106b,hsa-mir-17,hsa-mir-92a-1,hsa-mir-216a,hsa-mir-146a,hsa-mir-222,hsa-mir-138-2,hsa-mir-378a,hsa-mir-223,hsa-mir-210,hsa-mir-138-1,hsa-mir-155,hsa-mir-92a-2,hsa-mir-150
Disease	Celiac Disease	3	0.3	2.45668203	0.1127	1	0.5608	hsa-mir-17,hsa-mir-551a,hsa-mir-31
Disease	Choriocarcinoma	13	0.21666667	1.77427035	0.025	1	0.1837	hsa-mir-203a,hsa-mir-221,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-31,hsa-mir-223,hsa-mir-210,hsa-mir-93,hsa-mir-92a-2,hsa-mir-155
Disease	Chronic Hepatitis C	10	0.27777778	2.27470558	8.55e-3	1	0.0921	hsa-mir-33a,hsa-mir-24-1,hsa-mir-765,hsa-mir-224,hsa-mir-17,hsa-mir-146a,hsa-mir-222,hsa-mir-24-2,hsa-mir-196b,hsa-mir-155
Disease	Chronic Inflammation	5	0.35714286	2.92462146	0.0205	1	0.1558	hsa-mir-33a,hsa-mir-17,hsa-mir-146a,hsa-mir-142,hsa-mir-130a
Disease	Chronic Kidney Disease	9	0.28125	2.3031394	0.0114	1	0.1135	hsa-mir-217,hsa-mir-20a,hsa-mir-106b,hsa-mir-17,hsa-mir-146a,hsa-mir-130a,hsa-mir-210,hsa-mir-19a,hsa-mir-150
Disease	Chronic Obstructive Pulmonary Disease	7	0.25	2.04723502	0.0458	1	0.2714	hsa-mir-9-1,hsa-mir-106a,hsa-mir-106b,hsa-mir-17,hsa-mir-146a,hsa-mir-9-3,hsa-mir-9-2
Disease	Cystic Fibrosis	6	0.375	3.07085253	8.60e-3	1	0.092	hsa-mir-17,hsa-mir-146a,hsa-mir-509-1,hsa-mir-155,hsa-mir-509-2,hsa-mir-31
Disease	Depression Disorder	7	0.30434783	2.49228612	0.0161	1	0.1278	hsa-mir-4521,hsa-mir-106b,hsa-mir-17,hsa-mir-335,hsa-mir-146a,hsa-mir-223,hsa-mir-511
Disease	Diabetes Mellitus	17	0.22972973	1.88124299	5.97e-3	1	0.0716	hsa-mir-186,hsa-mir-19b-1,hsa-mir-9-1,hsa-mir-20a,hsa-mir-17,hsa-mir-92a-1,hsa-mir-130b,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-130a,hsa-mir-196b,hsa-mir-9-3,hsa-mir-223,hsa-mir-9-2,hsa-mir-19a,hsa-mir-92a-2,hsa-mir-155
Disease	Encephalomyelitis	2	0.5	4.09447005	0.0754	1	0.4071	hsa-mir-155,hsa-mir-17
Disease	Heart Failure	25	0.20833333	1.70602919	3.77e-3	1	0.0503	hsa-mir-186,hsa-mir-24-1,hsa-mir-129-1,hsa-mir-500b,hsa-mir-130a,hsa-mir-210,hsa-mir-155,hsa-mir-19b-1,hsa-mir-129-2,hsa-mir-222,hsa-mir-105-1,hsa-mir-378a,hsa-mir-150,hsa-mir-33a,hsa-mir-221,hsa-mir-105-2,hsa-mir-106b,hsa-mir-500a,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-17,hsa-mir-130b,hsa-mir-24-2,hsa-mir-142,hsa-mir-378c
Disease	Hematologic Neoplasms	11	0.32352941	2.64936297	1.54e-3	1	0.0254	hsa-mir-221,hsa-mir-20a,hsa-mir-17,hsa-mir-378c,hsa-mir-92a-1,hsa-mir-222,hsa-mir-378a,hsa-mir-223,hsa-mir-92a-2,hsa-mir-155,hsa-mir-150
Disease	Hepatitis C Virus Infection	17	0.1954023	1.60013772	0.0296	1	0.2007	hsa-mir-24-1,hsa-mir-522,hsa-mir-224,hsa-mir-130a,hsa-mir-885,hsa-mir-196b,hsa-mir-155,hsa-mir-576,hsa-mir-765,hsa-mir-221,hsa-mir-146a,hsa-mir-217,hsa-mir-17,hsa-mir-24-2,hsa-mir-223,hsa-mir-142,hsa-mir-19a
Disease	Human Immunodeficiency Virus Infection	12	0.25531915	2.09079322	8.48e-3	1	0.0918	hsa-mir-17,hsa-mir-92a-1,hsa-mir-146a,hsa-mir-146b,hsa-mir-222,hsa-mir-942,hsa-mir-196b,hsa-mir-223,hsa-mir-210,hsa-mir-92a-2,hsa-mir-155,hsa-mir-150
Disease	Human Papilloma Virus Infection	10	0.29411765	2.40851179	5.50e-3	1	0.0683	hsa-mir-24-1,hsa-mir-203a,hsa-mir-20a,hsa-mir-106b,hsa-mir-17,hsa-mir-203b,hsa-mir-146a,hsa-mir-24-2,hsa-mir-155,hsa-mir-150
Disease	Hypertension	15	0.38461538	3.14959234	2.13e-5	0.0163	8.99e-4	hsa-mir-584,hsa-mir-527,hsa-mir-24-1,hsa-mir-135b,hsa-mir-105-2,hsa-mir-17,hsa-mir-31,hsa-mir-1283-2,hsa-mir-146a,hsa-mir-24-2,hsa-mir-518e,hsa-mir-105-1,hsa-mir-505,hsa-mir-1283-1,hsa-mir-155
Disease	Influenza	8	0.30769231	2.51967387	9.54e-3	1	0.0997	hsa-mir-24-1,hsa-mir-33a,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-146a,hsa-mir-24-2,hsa-mir-150
Disease	Invasive Candida Infection	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-17
Disease	Kaposi's Sarcoma	5	0.18518519	1.51647039	0.2268	1	0.9138	hsa-mir-221,hsa-mir-17,hsa-mir-335,hsa-mir-146a,hsa-mir-222
Disease	Leukemia, Lymphoblastic	4	0.19047619	1.55979811	0.2488	1	0.8808	hsa-mir-223,hsa-mir-17,hsa-mir-146a,hsa-mir-221
Disease	Leukemia, Lymphoblastic, Acute, T-Cell	3	0.25	2.04723502	0.1726	1	0.7461	hsa-mir-223,hsa-mir-150,hsa-mir-17
Disease	Leukemia, Lymphocytic, Chronic	10	0.24390244	1.99730246	0.0218	1	0.1631	hsa-mir-532,hsa-mir-362,hsa-mir-9-1,hsa-mir-17,hsa-mir-31,hsa-mir-9-3,hsa-mir-223,hsa-mir-9-2,hsa-mir-155,hsa-mir-150
Disease	Leukemia, Myeloid, Chronic	16	0.23880597	1.95556778	5.08e-3	1	0.0635	hsa-mir-518b,hsa-mir-525,hsa-mir-9-1,hsa-mir-224,hsa-mir-17,hsa-mir-140,hsa-mir-146a,hsa-mir-130a,hsa-mir-378a,hsa-mir-196b,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-142,hsa-mir-155,hsa-mir-520a,hsa-mir-378c
Disease	Leukemia-Lymphoma, Adult T-Cell	8	0.88888889	7.27905786	3.55e-7	2.72e-4	3.32e-5	hsa-mir-223,hsa-mir-19b-1,hsa-mir-17,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-20a,hsa-mir-150,hsa-mir-19b-2
Disease	Lymphoma, B-Cell	11	0.45833333	3.75326421	4.13e-5	0.0317	1.53e-3	hsa-mir-150,hsa-mir-19b-1,hsa-mir-20a,hsa-mir-224,hsa-mir-17,hsa-mir-92a-1,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-142,hsa-mir-92a-2,hsa-mir-155
Disease	Lymphoma, Follicular	3	0.75	6.14170507	6.54e-3	1	0.076	hsa-mir-17,hsa-mir-142,hsa-mir-31
Disease	Lymphoma, Hodgkin	9	0.40909091	3.35002095	6.09e-4	0.4666	0.0123	hsa-mir-24-1,hsa-mir-9-1,hsa-mir-20a,hsa-mir-17,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-520a,hsa-mir-155
Disease	Lymphoma, Large-Cell, Anaplastic	8	0.66666667	5.45929339	1.40e-5	0.0107	6.55e-4	hsa-mir-17,hsa-mir-135b,hsa-mir-146a,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-512-2,hsa-mir-155,hsa-mir-150
Disease	Macular Degeneration	4	0.28571429	2.33969717	0.0807	1	0.4281	hsa-mir-17,hsa-mir-146a,hsa-mir-93,hsa-mir-155
Disease	Melanoma	29	0.21969697	1.79908532	7.25e-4	0.5556	0.014	hsa-mir-186,hsa-mir-203a,hsa-mir-9-1,hsa-mir-18b,hsa-mir-224,hsa-mir-203b,hsa-mir-146b,hsa-mir-767,hsa-mir-137,hsa-mir-9-2,hsa-mir-210,hsa-mir-452,hsa-mir-155,hsa-mir-19b-1,hsa-mir-222,hsa-mir-378a,hsa-mir-150,hsa-mir-33a,hsa-mir-221,hsa-mir-106b,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-455,hsa-mir-20a,hsa-mir-17,hsa-mir-216a,hsa-mir-9-3,hsa-mir-142,hsa-mir-378c
Disease	Mesothelioma	3	0.27272727	2.2333473	0.1415	1	0.6499	hsa-mir-31,hsa-mir-17,hsa-mir-106a
Disease	Multiple Sclerosis	10	0.21276596	1.74232768	0.0522	1	0.2983	hsa-mir-20a,hsa-mir-17,hsa-mir-92a-1,hsa-mir-146a,hsa-mir-146b,hsa-mir-223,hsa-mir-197,hsa-mir-142,hsa-mir-92a-2,hsa-mir-155
Disease	Neurodegenerative Diseases [unspecific]	2	0.10526316	0.86199369	0.6948	1	1	hsa-mir-17,hsa-mir-146a
Disease	Non-Traumatic Osteonecrosis	3	0.5	4.09447005	0.0271	1	0.1967	hsa-mir-335,hsa-mir-17,hsa-mir-146b
Disease	Osteosarcoma	37	0.21637427	1.77187593	1.72e-4	0.1316	4.56e-3	hsa-mir-24-1,hsa-mir-203a,hsa-mir-9-1,hsa-mir-224,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-129-1,hsa-mir-146b,hsa-mir-196b,hsa-mir-137,hsa-mir-9-2,hsa-mir-210,hsa-mir-138-1,hsa-mir-155,hsa-mir-19b-1,hsa-mir-135b,hsa-mir-129-2,hsa-mir-335,hsa-mir-92a-2,hsa-mir-150,hsa-mir-33a,hsa-mir-221,hsa-mir-19b-2,hsa-mir-138-2,hsa-mir-421,hsa-mir-93,hsa-mir-217,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-130b,hsa-mir-140,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-223,hsa-mir-142,hsa-mir-19a
Disease	Pancreatic Neoplasms	18	0.28125	2.3031394	3.71e-4	0.2842	8.14e-3	hsa-mir-186,hsa-mir-24-1,hsa-mir-203a,hsa-mir-221,hsa-mir-20a,hsa-mir-106a,hsa-mir-217,hsa-mir-224,hsa-mir-17,hsa-mir-203b,hsa-mir-216a,hsa-mir-146a,hsa-mir-146b,hsa-mir-222,hsa-mir-24-2,hsa-mir-223,hsa-mir-210,hsa-mir-155
Disease	Prolactinoma	5	0.33333333	2.7296467	0.0278	1	0.1914	hsa-mir-17,hsa-mir-92a-1,hsa-mir-142,hsa-mir-92a-2,hsa-mir-93
Disease	Prostate Neoplasms	16	0.21333333	1.74697389	0.0156	1	0.1247	hsa-mir-135b,hsa-mir-203a,hsa-mir-221,hsa-mir-20a,hsa-mir-105-2,hsa-mir-106a,hsa-mir-106b,hsa-mir-17,hsa-mir-130b,hsa-mir-203b,hsa-mir-146a,hsa-mir-146b,hsa-mir-222,hsa-mir-105-1,hsa-mir-223,hsa-mir-93
Disease	Pulmonary Hypertension	8	0.22222222	1.81976446	0.0632	1	0.3508	hsa-mir-17,hsa-mir-130b,hsa-mir-146a,hsa-mir-130a,hsa-mir-138-2,hsa-mir-223,hsa-mir-210,hsa-mir-138-1
Disease	Rheumatoid Arthritis	20	0.37037037	3.03294077	1.67e-6	1.28e-3	1.24e-4	hsa-mir-24-1,hsa-mir-203a,hsa-mir-532,hsa-mir-9-1,hsa-mir-221,hsa-mir-106a,hsa-mir-188,hsa-mir-17,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-146a,hsa-mir-222,hsa-mir-24-2,hsa-mir-223,hsa-mir-9-3,hsa-mir-219a-2,hsa-mir-9-2,hsa-mir-92a-2,hsa-mir-155,hsa-mir-219b
Disease	Squamous Cell Carcinoma, Oral	23	0.27710843	2.26922436	7.09e-5	0.0543	2.25e-3	hsa-mir-186,hsa-mir-203a,hsa-mir-9-1,hsa-mir-221,hsa-mir-20a,hsa-mir-224,hsa-mir-17,hsa-mir-203b,hsa-mir-31,hsa-mir-216a,hsa-mir-146a,hsa-mir-222,hsa-mir-138-2,hsa-mir-223,hsa-mir-3651,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-210,hsa-mir-455,hsa-mir-138-1,hsa-mir-142,hsa-mir-19a,hsa-mir-155
Disease	Synovial Sarcoma	5	0.45454545	3.7222455	6.44e-3	1	0.0758	hsa-mir-223,hsa-mir-505,hsa-mir-500b,hsa-mir-17,hsa-mir-146b
Disease	Systemic Lupus Erythematosus	14	0.25454545	2.08445748	4.69e-3	1	0.0592	hsa-mir-532,hsa-mir-362,hsa-mir-221,hsa-mir-18b,hsa-mir-224,hsa-mir-579,hsa-mir-17,hsa-mir-31,hsa-mir-335,hsa-mir-146a,hsa-mir-223,hsa-mir-142,hsa-mir-155,hsa-mir-150
Disease	Toxoplasma gondii Infection	5	0.83333333	6.82411674	1.41e-4	0.1079	3.91e-3	hsa-mir-106b,hsa-mir-17,hsa-mir-146a,hsa-mir-155,hsa-mir-20a
Disease	Tumor Metastasis, to Brain	3	0.6	4.91336406	0.0149	1	0.1231	hsa-mir-17,hsa-mir-20a,hsa-mir-19a
Disease	Adenocarcinoma, Esophageal	8	0.36363636	2.9777964	3.02e-3	1	0.0416	hsa-mir-203a,hsa-mir-224,hsa-mir-203b,hsa-mir-378a,hsa-mir-210,hsa-mir-944,hsa-mir-452,hsa-mir-378c
Disease	Adenovirus Infection	7	0.19444444	1.59229391	0.1403	1	0.6461	hsa-mir-146b,hsa-mir-378a,hsa-mir-210,hsa-mir-452,hsa-mir-155,hsa-mir-150,hsa-mir-378c
Disease	Allergy	10	0.47619048	3.89949528	6.29e-5	0.0481	2.07e-3	hsa-mir-223,hsa-mir-31,hsa-mir-210,hsa-mir-146a,hsa-mir-142,hsa-mir-221,hsa-mir-452,hsa-mir-155,hsa-mir-150,hsa-mir-106a
Disease	Carcinoma, Renal Cell, Clear-Cell	13	0.22413793	1.83545209	0.0191	1	0.1462	hsa-mir-532,hsa-mir-9-1,hsa-mir-217,hsa-mir-106b,hsa-mir-335,hsa-mir-223,hsa-mir-9-3,hsa-mir-502,hsa-mir-210,hsa-mir-9-2,hsa-mir-142,hsa-mir-19a,hsa-mir-452
Disease	Diabetes Mellitus, Gestational	12	0.52173913	4.27249048	3.26e-6	2.49e-3	1.93e-4	hsa-mir-33a,hsa-mir-362,hsa-mir-9-1,hsa-mir-92a-1,hsa-mir-130b,hsa-mir-222,hsa-mir-9-3,hsa-mir-137,hsa-mir-502,hsa-mir-9-2,hsa-mir-452,hsa-mir-92a-2
Disease	HIV-Associated Lipodystrophy	7	0.25	2.04723502	0.0458	1	0.2714	hsa-mir-186,hsa-mir-24-1,hsa-mir-532,hsa-mir-362,hsa-mir-24-2,hsa-mir-196b,hsa-mir-452
Disease	Carcinoma, Endometrial	10	0.17241379	1.41188622	0.1611	1	0.7101	hsa-mir-135b,hsa-mir-203a,hsa-mir-106b,hsa-mir-203b,hsa-mir-31,hsa-mir-146a,hsa-mir-222,hsa-mir-505,hsa-mir-93,hsa-mir-944
Disease	Carcinoma, Gastroesophageal	2	0.4	3.27557604	0.1157	1	0.5679	hsa-mir-223,hsa-mir-505
Disease	Carcinoma, Ovarian, Serous	6	0.25	2.04723502	0.0627	1	0.3517	hsa-mir-106a,hsa-mir-92a-1,hsa-mir-509-1,hsa-mir-509-2,hsa-mir-505,hsa-mir-92a-2
Disease	Cardiomyopathy, Hypertrophic	8	0.14545455	1.19111856	0.355	1	1	hsa-mir-9-1,hsa-mir-106a,hsa-mir-222,hsa-mir-9-3,hsa-mir-505,hsa-mir-9-2,hsa-mir-19a,hsa-mir-150
Disease	Heart Diseases [unspecific]	7	0.18421053	1.50848896	0.1728	1	0.7328	hsa-mir-516a-1,hsa-mir-873,hsa-mir-146a,hsa-mir-146b,hsa-mir-516a-2,hsa-mir-505,hsa-mir-636
Disease	Intrahepatic Cholangiocarcinoma	2	0.09090909	0.7444491	0.7705	1	1	hsa-mir-505,hsa-mir-150
Disease	Primary Biliary Cirrhosis	2	0.66666667	5.45929339	0.041	1	0.2647	hsa-mir-505,hsa-mir-197
Disease	Autoimmune Diseases [unspecific]	13	0.36111111	2.95711726	1.66e-4	0.1269	4.53e-3	hsa-mir-584,hsa-mir-532,hsa-mir-221,hsa-mir-106a,hsa-mir-92a-1,hsa-mir-31,hsa-mir-146a,hsa-mir-222,hsa-mir-223,hsa-mir-142,hsa-mir-92a-2,hsa-mir-155,hsa-mir-150
Disease	Carcinoma, Thyroid	9	0.25	2.04723502	0.0248	1	0.183	hsa-mir-584,hsa-mir-221,hsa-mir-106b,hsa-mir-146a,hsa-mir-146b,hsa-mir-222,hsa-mir-142,hsa-mir-155,hsa-mir-150
Disease	Leukemia, Biphenotypic, Acute	1	0.16666667	1.36482335	0.5428	1	1	hsa-mir-584
Disease	Adenocarcinoma, Cervical	2	0.4	3.27557604	0.1157	1	0.5679	hsa-mir-9-1,hsa-mir-135b
Disease	Adenocarcinoma, Gastric-Esophageal Junction	2	0.13333333	1.09185868	0.5634	1	1	hsa-mir-135b,hsa-mir-222
Disease	Carcinoma, Oral	14	0.37837838	3.09851787	5.04e-5	0.0386	1.76e-3	hsa-mir-135b,hsa-mir-203a,hsa-mir-203b,hsa-mir-31,hsa-mir-146a,hsa-mir-146b,hsa-mir-138-2,hsa-mir-196b,hsa-mir-223,hsa-mir-518c,hsa-mir-197,hsa-mir-138-1,hsa-mir-142,hsa-mir-155
Disease	Carcinoma, Thyroid, Papillary	13	0.23214286	1.90100395	0.0143	1	0.1396	hsa-mir-135b,hsa-mir-9-1,hsa-mir-221,hsa-mir-130b,hsa-mir-31,hsa-mir-140,hsa-mir-146a,hsa-mir-146b,hsa-mir-222,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-197,hsa-mir-155
Disease	Carcinoma, Urothelial, Upper Tract	2	0.06451613	0.52831872	0.9082	1	1	hsa-mir-520b,hsa-mir-135b
Disease	Enterovirus Infection	3	0.42857143	3.50954575	0.0432	1	0.2605	hsa-mir-590,hsa-mir-135b,hsa-mir-155
Disease	Malignant Neoplasms [unspecific]	8	0.16	1.31023041	0.2599	1	0.8969	hsa-mir-186,hsa-mir-135b,hsa-mir-362,hsa-mir-221,hsa-mir-335,hsa-mir-140,hsa-mir-196b,hsa-mir-155
Disease	Myeloma	6	0.375	3.07085253	8.60e-3	1	0.092	hsa-mir-140,hsa-mir-135b,hsa-mir-203a,hsa-mir-203b,hsa-mir-130a,hsa-mir-19a
Disease	Squamous Cell Carcinoma, Skin or Unspecific	4	0.22222222	1.81976446	0.1684	1	0.7407	hsa-mir-135b,hsa-mir-146a,hsa-mir-20a,hsa-mir-31
Disease	Acute Ischemic Stroke	4	0.28571429	2.33969717	0.0807	1	0.4281	hsa-mir-223,hsa-mir-335,hsa-mir-146a,hsa-mir-19a
Disease	Acute Myocardial Infarction	7	0.15217391	1.24614306	0.327	1	1	hsa-mir-221,hsa-mir-106b,hsa-mir-92a-1,hsa-mir-146a,hsa-mir-19a,hsa-mir-92a-2,hsa-mir-150
Disease	Carcinoma, Bladder	32	0.26666667	2.18371736	5.80e-6	4.44e-3	3.03e-4	hsa-mir-186,hsa-mir-24-1,hsa-mir-9-1,hsa-mir-224,hsa-mir-146b,hsa-mir-130a,hsa-mir-137,hsa-mir-9-2,hsa-mir-210,hsa-mir-138-1,hsa-mir-155,hsa-mir-335,hsa-mir-222,hsa-mir-576,hsa-mir-4454,hsa-mir-150,hsa-mir-221,hsa-mir-106b,hsa-mir-146a,hsa-mir-138-2,hsa-mir-93,hsa-mir-20a,hsa-mir-106a,hsa-mir-130b,hsa-mir-31,hsa-mir-140,hsa-mir-24-2,hsa-mir-518e,hsa-mir-9-3,hsa-mir-223,hsa-mir-197,hsa-mir-19a
Disease	Carcinoma, Renal Cell, Chromophobe	2	0.5	4.09447005	0.0754	1	0.4071	hsa-mir-19a,hsa-mir-210
Disease	Carcinoma, Supraglottic	2	0.4	3.27557604	0.1157	1	0.5679	hsa-mir-19a,hsa-mir-33a
Disease	Glaucoma	4	0.13793103	1.12950898	0.4806	1	1	hsa-mir-24-1,hsa-mir-24-2,hsa-mir-93,hsa-mir-19a
Disease	Hamartoma Syndrome	1	0.5	4.09447005	0.2294	1	0.918	hsa-mir-19a
Disease	Hemophagocytic Lymphohistiocytosis	4	0.5	4.09447005	0.0102	1	0.1026	hsa-mir-223,hsa-mir-106b,hsa-mir-142,hsa-mir-19a
Disease	Psoriasis	16	0.48484848	3.9703952	2.51e-7	1.92e-4	2.78e-5	hsa-mir-33a,hsa-mir-203a,hsa-mir-217,hsa-mir-106a,hsa-mir-203b,hsa-mir-31,hsa-mir-146a,hsa-mir-146b,hsa-mir-130a,hsa-mir-138-2,hsa-mir-223,hsa-mir-210,hsa-mir-138-1,hsa-mir-19a,hsa-mir-155,hsa-mir-150
Disease	Schizophrenia	16	0.30188679	2.47213286	3.28e-4	0.2512	7.38e-3	hsa-mir-19b-1,hsa-mir-9-1,hsa-mir-106b,hsa-mir-92a-1,hsa-mir-130b,hsa-mir-19b-2,hsa-mir-335,hsa-mir-146b,hsa-mir-9-3,hsa-mir-137,hsa-mir-219a-2,hsa-mir-9-2,hsa-mir-4449,hsa-mir-19a,hsa-mir-92a-2,hsa-mir-219b
Disease	Sepsis	8	0.23529412	1.92680943	0.0469	1	0.2741	hsa-mir-4772,hsa-mir-31,hsa-mir-146a,hsa-mir-223,hsa-mir-210,hsa-mir-19a,hsa-mir-155,hsa-mir-150
Disease	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	9	0.32142857	2.63215932	4.36e-3	1	0.0554	hsa-mir-203a,hsa-mir-519a-2,hsa-mir-106b,hsa-mir-519a-1,hsa-mir-203b,hsa-mir-140,hsa-mir-19a,hsa-mir-93,hsa-mir-155
Disease	Squamous Cell Carcinoma, Lung	5	0.2173913	1.78020437	0.1396	1	0.6462	hsa-mir-588,hsa-mir-19b-1,hsa-mir-20a,hsa-mir-19b-2,hsa-mir-19a
Disease	Stroke	6	0.16216216	1.32793623	0.2932	1	0.9982	hsa-mir-362,hsa-mir-221,hsa-mir-20a,hsa-mir-19a,hsa-mir-155,hsa-mir-150
Disease	Adenocarcinoma, Pancreatic Ductal	15	0.21126761	1.73005777	0.0207	1	0.1568	hsa-mir-545,hsa-mir-186,hsa-mir-221,hsa-mir-217,hsa-mir-106a,hsa-mir-224,hsa-mir-31,hsa-mir-222,hsa-mir-138-2,hsa-mir-196b,hsa-mir-378a,hsa-mir-210,hsa-mir-138-1,hsa-mir-155,hsa-mir-378c
Disease	Cerebral Ischemia	3	0.27272727	2.2333473	0.1415	1	0.6499	hsa-mir-224,hsa-mir-24-1,hsa-mir-24-2
Disease	Cholangiocarcinoma	9	0.25714286	2.10572745	0.0207	1	0.1562	hsa-mir-203a,hsa-mir-221,hsa-mir-106a,hsa-mir-224,hsa-mir-203b,hsa-mir-146a,hsa-mir-222,hsa-mir-155,hsa-mir-150
Disease	Chronic Hepatitis	2	0.18181818	1.4888982	0.3964	1	1	hsa-mir-224,hsa-mir-203a
Disease	Graves' Disease	5	0.5	4.09447005	3.90e-3	1	0.0517	hsa-mir-224,hsa-mir-660,hsa-mir-146a,hsa-mir-197,hsa-mir-155
Disease	Inner Ear Inflammation	2	1	8.18894009	0.0149	1	0.1427	hsa-mir-224,hsa-mir-140
Disease	Meningioma	2	0.5	4.09447005	0.0754	1	0.4071	hsa-mir-146a,hsa-mir-224
Disease	Habitual Abortion	3	0.21428571	1.75477288	0.2393	1	0.8554	hsa-mir-522,hsa-mir-519a-1,hsa-mir-146a
Disease	Alcoholic Cardiomyopathy	2	0.25	2.04723502	0.2545	1	0.8921	hsa-mir-138-1,hsa-mir-138-2
Disease	Carcinoma, Esophageal	12	0.18181818	1.4888982	0.0979	1	0.5013	hsa-mir-203a,hsa-mir-221,hsa-mir-217,hsa-mir-106a,hsa-mir-203b,hsa-mir-31,hsa-mir-140,hsa-mir-146b,hsa-mir-138-2,hsa-mir-197,hsa-mir-138-1,hsa-mir-93
Disease	Carcinoma, Gallbladder	6	0.22222222	1.81976446	0.1015	1	0.5123	hsa-mir-570,hsa-mir-335,hsa-mir-146b,hsa-mir-130a,hsa-mir-138-2,hsa-mir-138-1
Disease	Carcinoma, Hepatocellular, HBV-Related	4	0.22222222	1.81976446	0.1684	1	0.7407	hsa-mir-223,hsa-mir-545,hsa-mir-138-1,hsa-mir-138-2
Disease	Chondrosarcoma	5	0.23809524	1.94974764	0.1029	1	0.5167	hsa-mir-129-2,hsa-mir-518b,hsa-mir-138-1,hsa-mir-129-1,hsa-mir-138-2
Disease	Costello Syndrome	2	0.33333333	2.7296467	0.16	1	0.7143	hsa-mir-138-1,hsa-mir-138-2
Disease	Intervertebral Disc Degeneration	4	0.30769231	2.51967387	0.0635	1	0.3516	hsa-mir-222,hsa-mir-138-1,hsa-mir-93,hsa-mir-138-2
Disease	Nervous System Diseases [unspecific]	7	0.7	5.73225806	3.21e-5	0.0246	1.24e-3	hsa-mir-219a-2,hsa-mir-9-2,hsa-mir-138-1,hsa-mir-9-1,hsa-mir-138-2,hsa-mir-219b,hsa-mir-9-3
Disease	Obesity	12	0.23529412	1.92680943	0.0165	1	0.1286	hsa-mir-33a,hsa-mir-221,hsa-mir-130b,hsa-mir-335,hsa-mir-146b,hsa-mir-378a,hsa-mir-138-2,hsa-mir-223,hsa-mir-210,hsa-mir-138-1,hsa-mir-155,hsa-mir-378c
Disease	Panic Disorder	1	0.2	1.63778802	0.479	1	1	hsa-mir-138-2
